0,0,5
1,1,5
2,4,6
3,4,9
4,6,10
5,8,11
6,9,12
7,8,10
8,10,13
9,9,13
10,10,16
11,14,14
12,13,15
13,13,16
14,14,19
15,18,20
16,16,22
17,19,21
18,19,21
19,19,24
